pekerjaan,tujuan_pinjaman,agunan,tipe_agunan,status_agunan_terburuk,kondisi_agunan,asuransi_agunan,status_lunas_agunan,jumlah_agunan,nilai_agunan,tenor,usia_agunan,agunan_dibanyak_pinjaman,merk_aset,kesediaan_untuk_digadaikan,jenis_asset_bergerak_atau_tidak,aset_maya,riwayat_agunan_sebelumnya,kemudahan_dijual_kembali,kenaikan_nilai_property_agunan,status_kepemilikan_asset,surat_berharga,cluster,cluster_label
TNI/Polri,Kesehatan,Asuransi Jiwa,Tak berwujud,0.0,Meragukan,True,Lunas,5.0,536032087.0,23,1,Tidak,Merk_K,Tidak,Ya,0.0,Tidak Pernah,Sangat Kuat,0.0,Non-Pribadi,1.0,1.0,layak
Manager/eksekutif,Bisnis/Usaha,Rumah,Berwujud,0.0,Resiko Tinggi,False,Lunas,2.0,658944.0,30,6,Ya,Merk_C,Ya,Tidak,2.0,Tidak Pernah,Sangat Lemah,2.0,Pribadi,1.0,1.0,layak
Pekerjaan_Profesional_Lainnya,Bisnis/Usaha,Kendaraan,Berwujud,0.0,Cukup,True,Lunas,7.0,55837.0,12,5,Tidak,Merk_B,Tidak,Ya,0.0,Pernah,Sangat Kuat,20.0,Non-Pribadi,1.0,1.0,layak
Manager/eksekutif,Tempat Tinggal,Bangunan,Berwujud,0.0,Kuat,False,Lunas,9.0,521838.0,53,5,Tidak,Merk_G,Tidak,Tidak,1.0,Tidak Pernah,Meragukan,5.0,Pribadi,1.0,0.0,tidak layak
Supervisor/asisten_manager,Kesehatan,Kendaraan,Berwujud,0.0,Cukup,False,Belum Lunas,3.0,35439026.0,15,1,Tidak,Merk_K,Tidak,Tidak,1.0,Tidak Pernah,Kuat,3.0,Non-Pribadi,1.0,1.0,layak
"Anggota_Parlemen_(DPRD,_DPD,_MPR)",Bisnis/Usaha,Hak Kekayaan Intelektual,Tak berwujud,0.0,Kuat,False,Belum Lunas,7.0,726539.0,56,7,Ya,Merk_C,Ya,Tidak,1.0,Tidak Pernah,Sangat Kuat,3.0,Pribadi,1.0,0.0,tidak layak
Professional/Agen/Mitra,Tempat Tinggal,Rumah,Berwujud,0.0,Lemah,True,Lunas,2.0,694388.0,113,13,Tidak,Merk_F,Tidak,Tidak,-1.0,Tidak Pernah,Meragukan,19.0,Non-Pribadi,1.0,0.0,tidak layak
Tidak_Bekerja,Tempat Tinggal,Piutang Usaha,Tak berwujud,0.0,Lemah,True,Belum Lunas,4.0,6296463.0,54,12,Ya,Merk_G,Tidak,Tidak,-1.0,Tidak Pernah,Resiko Tinggi,18.0,Non-Pribadi,1.0,0.0,tidak layak
Aktor/Publik_Figur/Musisi,Kesehatan,Mesin dan Peralatan,Berwujud,0.0,Resiko Tinggi,True,Lunas,4.0,93633183.0,17,2,Tidak,Merk_J,Tidak,Tidak,-1.0,Tidak Pernah,Sangat Lemah,17.0,Non-Pribadi,1.0,1.0,layak
Supervisor/asisten_manager,Tempat Tinggal,Asuransi Jiwa,Tak berwujud,0.0,Sangat Kuat,True,Lunas,5.0,60627220.0,56,12,Ya,Merk_G,Ya,Tidak,1.0,Tidak Pernah,Kuat,18.0,Non-Pribadi,1.0,0.0,tidak layak
Karyawan_Tetap,Bisnis/Usaha,Rekening Tabungan dan Deposito,Berwujud,0.0,Sangat Lemah,True,Lunas,5.0,305972.0,27,5,Tidak,Merk_C,Tidak,Tidak,-1.0,Tidak Pernah,Sangat Lemah,17.0,Non-Pribadi,1.0,1.0,layak
Karyawan_Tetap,Kesehatan,Rekening Tabungan dan Deposito,Berwujud,0.0,Kuat,True,Lunas,7.0,655530780.0,24,1,Ya,Merk_J,Tidak,Ya,-1.0,Tidak Pernah,Lemah,18.0,Non-Pribadi,1.0,1.0,layak
Staf_penjualan_dan_pemasaran,Gaya Hidup,Piutang Usaha,Tak berwujud,0.0,Resiko Tinggi,True,Lunas,5.0,7222989.0,11,2,Tidak,Merk_E,Tidak,Tidak,0.0,Pernah,Meragukan,12.0,Pribadi,1.0,1.0,layak
Karyawan_Kontrak,Pendidikan,Surat Berharga,Tak berwujud,0.0,Resiko Tinggi,True,Lunas,1.0,8636377.0,16,1,Ya,Merk_I,Tidak,Tidak,2.0,Tidak Pernah,Lemah,15.0,Pribadi,1.0,1.0,layak
Petugas_Kebersihan,Bisnis/Usaha,Surat Berharga,Tak berwujud,0.0,Meragukan,False,Belum Lunas,9.0,455145721.0,45,2,Ya,Merk_A,Tidak,Ya,2.0,Tidak Pernah,Kuat,20.0,Non-Pribadi,1.0,1.0,layak
Dokter,Pendidikan,Asuransi Jiwa,Tak berwujud,0.0,Sangat Lemah,True,Lunas,4.0,91248360.0,15,1,Ya,Merk_H,Tidak,Tidak,-1.0,Tidak Pernah,Meragukan,19.0,Non-Pribadi,1.0,1.0,layak
Staf_Lainnya,Kesehatan,Surat Berharga,Tak berwujud,0.0,Meragukan,True,Lunas,9.0,54855505.0,12,1,Ya,Merk_K,Tidak,Ya,2.0,Tidak Pernah,Sangat Lemah,17.0,Pribadi,1.0,1.0,layak
Petugas_Kebersihan,Pendidikan,Mesin dan Peralatan,Berwujud,0.0,Kuat,True,Lunas,6.0,463676.0,39,1,Ya,Merk_I,Ya,Tidak,-1.0,Tidak Pernah,Kuat,13.0,Non-Pribadi,1.0,1.0,layak
Pensiunan,Bisnis/Usaha,Rekening Tabungan dan Deposito,Berwujud,0.0,Lemah,False,Lunas,9.0,7237908.0,14,1,Ya,Merk_B,Ya,Tidak,2.0,Pernah,Sangat Lemah,14.0,Non-Pribadi,1.0,1.0,layak
Supervisor/asisten_manager,Gaya Hidup,Rekening Tabungan dan Deposito,Berwujud,0.0,Lemah,True,Belum Lunas,9.0,938188.0,19,2,Tidak,Merk_E,Tidak,Tidak,-1.0,Tidak Pernah,Cukup,13.0,Non-Pribadi,1.0,1.0,layak
Pemilik/Owner/Self-emplyment,Pendidikan,Piutang Usaha,Tak berwujud,0.0,Sangat Kuat,False,Lunas,4.0,980468.0,22,1,Tidak,Merk_H,Tidak,Tidak,1.0,Tidak Pernah,Meragukan,11.0,Non-Pribadi,1.0,1.0,layak
Kru_Kapal/Pesawat,Kesehatan,Rumah,Berwujud,0.0,Cukup,True,Lunas,2.0,92418138.0,8,2,Tidak,Merk_K,Tidak,Ya,1.0,Tidak Pernah,Cukup,16.0,Pribadi,1.0,1.0,layak
Pelajar,Kesehatan,Kendaraan,Berwujud,0.0,Cukup,True,Belum Lunas,4.0,39644252.0,9,1,Tidak,Merk_K,Ya,Tidak,0.0,Pernah,Cukup,20.0,Non-Pribadi,1.0,1.0,layak
Professional/Agen/Mitra,Bisnis/Usaha,Piutang Usaha,Tak berwujud,0.0,Meragukan,True,Lunas,8.0,87349205.0,24,7,Tidak,Merk_B,Tidak,Ya,0.0,Tidak Pernah,Resiko Tinggi,12.0,Non-Pribadi,1.0,1.0,layak
Notaris,Tempat Tinggal,Mesin dan Peralatan,Berwujud,0.0,Resiko Tinggi,True,Lunas,8.0,91724685.0,46,17,Ya,Merk_G,Tidak,Ya,0.0,Pernah,Resiko Tinggi,10.0,Pribadi,1.0,1.0,layak
Wartawan/Reporter/Jurnalis/Editor,Gaya Hidup,Hak Kekayaan Intelektual,Tak berwujud,0.0,Lemah,True,Lunas,8.0,2452187.0,7,2,Tidak,Merk_E,Tidak,Tidak,0.0,Tidak Pernah,Cukup,10.0,Non-Pribadi,1.0,1.0,layak
Karyawan_Tetap,Tempat Tinggal,Surat Berharga,Tak berwujud,0.0,Lemah,True,Lunas,9.0,641695.0,91,19,Tidak,Merk_F,Ya,Ya,1.0,Tidak Pernah,Sangat Lemah,17.0,Non-Pribadi,1.0,0.0,tidak layak
"Anggota_Parlemen_(DPRD,_DPD,_MPR)",Bisnis/Usaha,Rekening Tabungan dan Deposito,Berwujud,0.0,Meragukan,True,Lunas,10.0,340971228.0,36,5,Ya,Merk_C,Ya,Ya,0.0,Tidak Pernah,Cukup,7.0,Pribadi,1.0,1.0,layak
Konsultan/Kontraktor/Arsitek,Gaya Hidup,Surat Berharga,Tak berwujud,0.0,Sangat Kuat,True,Lunas,7.0,49689377.0,8,3,Tidak,Merk_E,Ya,Ya,1.0,Pernah,Resiko Tinggi,17.0,Pribadi,1.0,1.0,layak
Kru_Kapal/Pesawat,Gaya Hidup,Mesin dan Peralatan,Berwujud,0.0,Cukup,False,Belum Lunas,6.0,189220293.0,18,1,Tidak,Merk_D,Ya,Tidak,0.0,Pernah,Sangat Kuat,7.0,Pribadi,1.0,1.0,layak
"Anggota_Parlemen_(DPRD,_DPD,_MPR)",Tempat Tinggal,Hak Kekayaan Intelektual,Tak berwujud,0.0,Lemah,False,Lunas,8.0,13935649.0,63,7,Tidak,Merk_F,Tidak,Ya,1.0,Tidak Pernah,Resiko Tinggi,6.0,Non-Pribadi,1.0,0.0,tidak layak
Staf_Lainnya,Kesehatan,Rumah,Berwujud,0.0,Resiko Tinggi,True,Belum Lunas,1.0,37077120.0,11,1,Ya,Merk_K,Ya,Tidak,0.0,Pernah,Cukup,5.0,Non-Pribadi,1.0,1.0,layak
Akuntan/Akuntan_Publik/Auditor,Bisnis/Usaha,Hak Kekayaan Intelektual,Tak berwujud,0.0,Kuat,True,Belum Lunas,1.0,5540776.0,51,8,Tidak,Merk_B,Ya,Tidak,2.0,Tidak Pernah,Sangat Kuat,3.0,Non-Pribadi,1.0,1.0,layak
Pelajar,Gaya Hidup,Tanah,Berwujud,0.0,Cukup,True,Belum Lunas,1.0,895652.0,14,1,Ya,Merk_E,Tidak,Ya,1.0,Pernah,Resiko Tinggi,16.0,Non-Pribadi,1.0,1.0,layak
Petugas_Kebersihan,Bisnis/Usaha,Piutang Usaha,Tak berwujud,0.0,Sangat Kuat,True,Belum Lunas,4.0,738620302.0,28,9,Ya,Merk_B,Tidak,Tidak,1.0,Pernah,Resiko Tinggi,15.0,Pribadi,1.0,1.0,layak
Wiraswasta,Tempat Tinggal,Bangunan,Berwujud,0.0,Meragukan,True,Lunas,1.0,51782946.0,103,6,Tidak,Merk_F,Tidak,Ya,0.0,Tidak Pernah,Kuat,8.0,Pribadi,1.0,0.0,tidak layak
Pekerjaan_Profesional_Lainnya,Pendidikan,Tanah,Berwujud,0.0,Sangat Kuat,False,Belum Lunas,4.0,8542277.0,36,3,Ya,Merk_I,Tidak,Ya,0.0,Pernah,Resiko Tinggi,18.0,Pribadi,1.0,1.0,layak
Karyawan_Kontrak,Kesehatan,Rumah,Berwujud,0.0,Lemah,False,Belum Lunas,3.0,412743.0,6,1,Ya,Merk_K,Tidak,Tidak,-1.0,Tidak Pernah,Resiko Tinggi,17.0,Pribadi,1.0,1.0,layak
Pekerjaan_Bangunan/Pabrik/Tambang/Operator_Mesin/Teknisi/Montir,Pendidikan,Rumah,Berwujud,0.0,Sangat Lemah,False,Belum Lunas,7.0,690711.0,44,3,Tidak,Merk_H,Ya,Ya,-1.0,Pernah,Sangat Kuat,1.0,Pribadi,1.0,1.0,layak
Pekerjaan_Profesional_Lainnya,Bisnis/Usaha,Mesin dan Peralatan,Berwujud,0.0,Resiko Tinggi,True,Lunas,9.0,520435723.0,34,2,Tidak,Merk_C,Tidak,Tidak,0.0,Pernah,Kuat,0.0,Non-Pribadi,1.0,1.0,layak
Staf_bagian_penagihan_kredit_di_bank,Gaya Hidup,Tanah,Berwujud,0.0,Meragukan,True,Lunas,3.0,389394846.0,12,4,Ya,Merk_D,Tidak,Tidak,0.0,Pernah,Cukup,14.0,Pribadi,1.0,1.0,layak
TNI/Polri,Tempat Tinggal,Bangunan,Berwujud,0.0,Meragukan,True,Lunas,10.0,9896572.0,92,19,Tidak,Merk_F,Ya,Tidak,-1.0,Pernah,Resiko Tinggi,6.0,Pribadi,1.0,0.0,tidak layak
Driver/Pengemudi/Supir/Kurir,Bisnis/Usaha,Tanah,Berwujud,0.0,Lemah,True,Lunas,7.0,510692176.0,40,9,Ya,Merk_B,Tidak,Tidak,2.0,Tidak Pernah,Sangat Kuat,12.0,Pribadi,1.0,1.0,layak
Pekerjaan_Profesional_Lainnya,Bisnis/Usaha,Bangunan,Berwujud,0.0,Resiko Tinggi,False,Lunas,5.0,930132366.0,51,5,Tidak,Merk_A,Ya,Tidak,0.0,Tidak Pernah,Sangat Kuat,17.0,Non-Pribadi,1.0,1.0,layak
Pemilik/Owner/Self-emplyment,Pendidikan,Surat Berharga,Tak berwujud,0.0,Sangat Kuat,True,Lunas,1.0,334099644.0,16,2,Ya,Merk_I,Ya,Tidak,2.0,Tidak Pernah,Sangat Kuat,9.0,Pribadi,1.0,1.0,layak
Wartawan/Reporter/Jurnalis/Editor,Kesehatan,Hak Kekayaan Intelektual,Tak berwujud,0.0,Lemah,False,Lunas,1.0,25857.0,20,1,Ya,Merk_J,Tidak,Tidak,-1.0,Tidak Pernah,Resiko Tinggi,4.0,Pribadi,1.0,1.0,layak
Direktur_Utama_/_Presiden_Komisaris,Gaya Hidup,Piutang Usaha,Tak berwujud,0.0,Sangat Lemah,True,Lunas,1.0,97358772.0,22,2,Tidak,Merk_D,Ya,Ya,-1.0,Pernah,Kuat,14.0,Non-Pribadi,1.0,1.0,layak
Karyawan_Tetap,Tempat Tinggal,Rumah,Berwujud,0.0,Kuat,True,Lunas,6.0,372656.0,73,15,Ya,Merk_G,Ya,Tidak,1.0,Pernah,Meragukan,11.0,Non-Pribadi,1.0,0.0,tidak layak
Pensiunan,Kesehatan,Surat Berharga,Tak berwujud,0.0,Meragukan,True,Belum Lunas,3.0,724476444.0,18,2,Ya,Merk_K,Tidak,Ya,1.0,Pernah,Cukup,6.0,Non-Pribadi,1.0,1.0,layak
Petugas_Kebersihan,Kesehatan,Surat Berharga,Tak berwujud,0.0,Lemah,True,Lunas,3.0,853687.0,9,1,Ya,Merk_K,Ya,Ya,2.0,Pernah,Meragukan,11.0,Non-Pribadi,1.0,1.0,layak
Pegawai_Toko,Tempat Tinggal,Bangunan,Berwujud,0.0,Sangat Lemah,True,Belum Lunas,1.0,945370.0,79,14,Ya,Merk_F,Tidak,Ya,1.0,Tidak Pernah,Sangat Lemah,10.0,Non-Pribadi,1.0,0.0,tidak layak
Driver/Pengemudi/Supir/Kurir,Kesehatan,Rekening Tabungan dan Deposito,Berwujud,0.0,Kuat,True,Belum Lunas,2.0,92390251.0,11,2,Ya,Merk_J,Tidak,Tidak,1.0,Tidak Pernah,Resiko Tinggi,16.0,Non-Pribadi,1.0,1.0,layak
Petugas_Keamanan,Gaya Hidup,Surat Berharga,Tak berwujud,0.0,Sangat Lemah,False,Belum Lunas,2.0,320627.0,22,1,Ya,Merk_D,Ya,Tidak,-1.0,Tidak Pernah,Sangat Lemah,6.0,Non-Pribadi,1.0,1.0,layak
Sales/_agen_penjualan_/_pemasaran,Tempat Tinggal,Asuransi Jiwa,Tak berwujud,0.0,Lemah,True,Lunas,10.0,206546.0,66,15,Tidak,Merk_F,Ya,Tidak,0.0,Tidak Pernah,Resiko Tinggi,3.0,Non-Pribadi,1.0,0.0,tidak layak
Karyawan_Kontrak,Pendidikan,Rumah,Berwujud,0.0,Lemah,False,Belum Lunas,10.0,84495452.0,42,1,Ya,Merk_H,Tidak,Ya,2.0,Pernah,Meragukan,0.0,Non-Pribadi,1.0,1.0,layak
Pelajar,Pendidikan,Asuransi Jiwa,Tak berwujud,0.0,Cukup,True,Belum Lunas,8.0,461609.0,43,3,Ya,Merk_H,Ya,Ya,2.0,Tidak Pernah,Resiko Tinggi,6.0,Non-Pribadi,1.0,1.0,layak
Pelajar,Bisnis/Usaha,Mesin dan Peralatan,Berwujud,0.0,Kuat,True,Lunas,4.0,65994841.0,32,10,Ya,Merk_C,Ya,Tidak,1.0,Tidak Pernah,Meragukan,16.0,Non-Pribadi,1.0,1.0,layak
Staf_penjualan_dan_pemasaran,Kesehatan,Rumah,Berwujud,0.0,Sangat Lemah,False,Belum Lunas,8.0,19539868.0,9,1,Tidak,Merk_J,Ya,Ya,-1.0,Tidak Pernah,Kuat,0.0,Pribadi,1.0,1.0,layak
Staf_administrasi_resepsionanis_sekretaris,Kesehatan,Rumah,Berwujud,0.0,Lemah,False,Belum Lunas,7.0,353427.0,13,2,Tidak,Merk_J,Ya,Ya,2.0,Pernah,Resiko Tinggi,16.0,Non-Pribadi,1.0,1.0,layak
Pegawai_Toko,Pendidikan,Kendaraan,Berwujud,0.0,Resiko Tinggi,False,Belum Lunas,7.0,5337609.0,27,3,Tidak,Merk_I,Tidak,Tidak,-1.0,Pernah,Resiko Tinggi,5.0,Non-Pribadi,1.0,1.0,layak
Direktur_/_Komisaris,Gaya Hidup,Surat Berharga,Tak berwujud,0.0,Lemah,False,Belum Lunas,9.0,867884530.0,23,1,Ya,Merk_E,Tidak,Ya,1.0,Pernah,Sangat Lemah,10.0,Pribadi,1.0,1.0,layak
Pelajar,Kesehatan,Kendaraan,Berwujud,0.0,Meragukan,True,Belum Lunas,4.0,556502.0,13,2,Ya,Merk_J,Ya,Tidak,0.0,Tidak Pernah,Sangat Lemah,6.0,Non-Pribadi,1.0,1.0,layak
Karyawan_Tetap,Kesehatan,Bangunan,Berwujud,0.0,Sangat Kuat,True,Belum Lunas,10.0,45970757.0,17,1,Tidak,Merk_K,Ya,Tidak,2.0,Pernah,Resiko Tinggi,5.0,Pribadi,1.0,1.0,layak
Pemilik/Owner/Self-emplyment,Tempat Tinggal,Tanah,Berwujud,0.0,Kuat,True,Belum Lunas,2.0,642773428.0,111,5,Ya,Merk_G,Ya,Tidak,1.0,Pernah,Lemah,0.0,Pribadi,1.0,0.0,tidak layak
TNI/Polri,Tempat Tinggal,Rumah,Berwujud,0.0,Sangat Lemah,True,Lunas,1.0,1904057.0,119,15,Tidak,Merk_G,Tidak,Ya,0.0,Tidak Pernah,Resiko Tinggi,8.0,Non-Pribadi,1.0,0.0,tidak layak
Petugas_Keamanan,Gaya Hidup,Piutang Usaha,Tak berwujud,0.0,Resiko Tinggi,False,Belum Lunas,9.0,5520315.0,16,4,Tidak,Merk_D,Tidak,Tidak,1.0,Tidak Pernah,Resiko Tinggi,15.0,Non-Pribadi,1.0,1.0,layak
TNI/Polri,Tempat Tinggal,Hak Kekayaan Intelektual,Tak berwujud,0.0,Meragukan,True,Belum Lunas,7.0,24256212.0,108,13,Ya,Merk_G,Ya,Tidak,0.0,Pernah,Kuat,0.0,Non-Pribadi,1.0,0.0,tidak layak
Konsultan/Kontraktor/Arsitek,Pendidikan,Tanah,Berwujud,0.0,Kuat,False,Belum Lunas,9.0,83210791.0,23,1,Tidak,Merk_H,Ya,Tidak,0.0,Tidak Pernah,Sangat Kuat,13.0,Non-Pribadi,1.0,1.0,layak
Kru_Kapal/Pesawat,Pendidikan,Rumah,Berwujud,0.0,Sangat Lemah,True,Lunas,8.0,2353153.0,20,3,Tidak,Merk_I,Tidak,Tidak,2.0,Tidak Pernah,Lemah,12.0,Pribadi,1.0,1.0,layak
Karyawan_Kontrak,Gaya Hidup,Bangunan,Berwujud,0.0,Meragukan,False,Belum Lunas,1.0,8461533.0,11,1,Tidak,Merk_D,Ya,Tidak,-1.0,Pernah,Cukup,0.0,Pribadi,1.0,1.0,layak
Karyawan_Kontrak,Kesehatan,Hak Kekayaan Intelektual,Tak berwujud,0.0,Resiko Tinggi,True,Belum Lunas,5.0,718560.0,17,2,Tidak,Merk_K,Ya,Tidak,2.0,Tidak Pernah,Resiko Tinggi,6.0,Non-Pribadi,1.0,1.0,layak
Pekerjaan_Bangunan/Pabrik/Tambang/Operator_Mesin/Teknisi/Montir,Kesehatan,Hak Kekayaan Intelektual,Tak berwujud,0.0,Sangat Lemah,False,Belum Lunas,3.0,301615577.0,9,1,Ya,Merk_K,Tidak,Tidak,-1.0,Pernah,Kuat,4.0,Pribadi,1.0,1.0,layak
Professional/Agen/Mitra,Gaya Hidup,Kendaraan,Berwujud,0.0,Meragukan,True,Belum Lunas,7.0,315206.0,12,1,Tidak,Merk_D,Tidak,Ya,2.0,Tidak Pernah,Kuat,12.0,Non-Pribadi,1.0,1.0,layak
Sales/_agen_penjualan_/_pemasaran,Kesehatan,Surat Berharga,Tak berwujud,0.0,Meragukan,True,Lunas,10.0,680743.0,22,1,Tidak,Merk_K,Tidak,Tidak,1.0,Tidak Pernah,Sangat Kuat,3.0,Non-Pribadi,1.0,1.0,layak
Konsultan/Kontraktor/Arsitek,Kesehatan,Rumah,Berwujud,0.0,Resiko Tinggi,True,Lunas,5.0,724801580.0,15,2,Tidak,Merk_J,Ya,Tidak,1.0,Tidak Pernah,Meragukan,11.0,Pribadi,1.0,1.0,layak
Pegawai_Negeri_Sipil,Gaya Hidup,Kendaraan,Berwujud,0.0,Sangat Kuat,True,Lunas,1.0,6419788.0,10,5,Tidak,Merk_E,Ya,Tidak,-1.0,Pernah,Cukup,17.0,Non-Pribadi,1.0,1.0,layak
Manager/eksekutif,Tempat Tinggal,Surat Berharga,Tak berwujud,0.0,Resiko Tinggi,True,Belum Lunas,6.0,7570478.0,69,16,Ya,Merk_F,Ya,Tidak,0.0,Tidak Pernah,Resiko Tinggi,19.0,Pribadi,1.0,0.0,tidak layak
Manager/eksekutif,Tempat Tinggal,Surat Berharga,Tak berwujud,0.0,Cukup,False,Lunas,6.0,73701219.0,75,15,Ya,Merk_G,Ya,Tidak,-1.0,Tidak Pernah,Cukup,14.0,Pribadi,1.0,0.0,tidak layak
Aktor/Publik_Figur/Musisi,Pendidikan,Rekening Tabungan dan Deposito,Berwujud,0.0,Sangat Kuat,False,Belum Lunas,9.0,794930.0,37,2,Ya,Merk_H,Ya,Tidak,2.0,Tidak Pernah,Sangat Lemah,17.0,Pribadi,1.0,1.0,layak
Direktur_Utama_/_Presiden_Komisaris,Bisnis/Usaha,Rumah,Berwujud,0.0,Lemah,False,Belum Lunas,10.0,381817.0,12,2,Ya,Merk_A,Tidak,Ya,-1.0,Tidak Pernah,Sangat Lemah,13.0,Pribadi,1.0,1.0,layak
Manager/eksekutif,Gaya Hidup,Hak Kekayaan Intelektual,Tak berwujud,0.0,Cukup,False,Lunas,6.0,96904850.0,10,1,Tidak,Merk_D,Ya,Ya,0.0,Pernah,Lemah,11.0,Pribadi,1.0,1.0,layak
Petugas_Keamanan,Bisnis/Usaha,Asuransi Jiwa,Tak berwujud,0.0,Cukup,False,Lunas,7.0,518132900.0,39,8,Tidak,Merk_B,Ya,Ya,2.0,Pernah,Meragukan,9.0,Non-Pribadi,1.0,1.0,layak
Pengacara/Konsultan_Hukum/Pejabat_di_Pengadilan,Pendidikan,Surat Berharga,Tak berwujud,0.0,Lemah,False,Lunas,9.0,812312443.0,18,3,Ya,Merk_I,Ya,Ya,0.0,Tidak Pernah,Meragukan,18.0,Non-Pribadi,1.0,1.0,layak
"Anggota_Parlemen_(DPRD,_DPD,_MPR)",Gaya Hidup,Bangunan,Berwujud,0.0,Lemah,False,Lunas,3.0,24836253.0,22,3,Tidak,Merk_D,Ya,Tidak,-1.0,Pernah,Sangat Kuat,14.0,Non-Pribadi,1.0,1.0,layak
Wartawan/Reporter/Jurnalis/Editor,Pendidikan,Surat Berharga,Tak berwujud,0.0,Cukup,True,Lunas,10.0,481593051.0,24,3,Ya,Merk_H,Ya,Ya,2.0,Tidak Pernah,Sangat Lemah,11.0,Non-Pribadi,1.0,1.0,layak
Wiraswasta,Tempat Tinggal,Kendaraan,Berwujud,0.0,Kuat,False,Lunas,5.0,77766751.0,28,9,Tidak,Merk_F,Ya,Tidak,2.0,Pernah,Resiko Tinggi,6.0,Pribadi,1.0,1.0,layak
Aktor/Publik_Figur/Musisi,Bisnis/Usaha,Surat Berharga,Tak berwujud,0.0,Sangat Kuat,False,Lunas,10.0,204948.0,46,3,Tidak,Merk_A,Tidak,Tidak,1.0,Pernah,Kuat,13.0,Pribadi,1.0,1.0,layak
Manager/eksekutif,Gaya Hidup,Piutang Usaha,Tak berwujud,0.0,Sangat Kuat,True,Lunas,5.0,76401382.0,14,5,Tidak,Merk_D,Tidak,Tidak,0.0,Pernah,Meragukan,10.0,Non-Pribadi,1.0,1.0,layak
Pegawai_Negeri_Sipil,Pendidikan,Rekening Tabungan dan Deposito,Berwujud,0.0,Cukup,True,Belum Lunas,5.0,426125358.0,14,3,Ya,Merk_H,Ya,Ya,0.0,Pernah,Sangat Lemah,11.0,Pribadi,1.0,1.0,layak
Pengacara/Konsultan_Hukum/Pejabat_di_Pengadilan,Kesehatan,Rekening Tabungan dan Deposito,Berwujud,0.0,Cukup,False,Lunas,1.0,134817.0,23,2,Ya,Merk_K,Tidak,Tidak,1.0,Pernah,Sangat Kuat,12.0,Non-Pribadi,1.0,1.0,layak
TNI/Polri,Kesehatan,Piutang Usaha,Tak berwujud,0.0,Lemah,False,Belum Lunas,1.0,89173777.0,22,2,Tidak,Merk_J,Ya,Tidak,0.0,Pernah,Kuat,4.0,Pribadi,1.0,1.0,layak
Direktur_Utama_/_Presiden_Komisaris,Gaya Hidup,Piutang Usaha,Tak berwujud,0.0,Sangat Lemah,True,Belum Lunas,10.0,8442950.0,15,4,Ya,Merk_D,Tidak,Ya,-1.0,Pernah,Resiko Tinggi,19.0,Pribadi,1.0,1.0,layak
Staf_penjualan_dan_pemasaran,Tempat Tinggal,Mesin dan Peralatan,Berwujud,0.0,Kuat,False,Belum Lunas,9.0,7319313.0,88,17,Tidak,Merk_G,Ya,Ya,2.0,Tidak Pernah,Lemah,16.0,Non-Pribadi,1.0,0.0,tidak layak
Karyawan_Tetap,Tempat Tinggal,Rumah,Berwujud,0.0,Resiko Tinggi,False,Lunas,8.0,450795743.0,66,5,Tidak,Merk_G,Tidak,Tidak,2.0,Tidak Pernah,Lemah,6.0,Non-Pribadi,1.0,0.0,tidak layak
Pegawai_Toko,Gaya Hidup,Surat Berharga,Tak berwujud,0.0,Sangat Lemah,True,Belum Lunas,4.0,7133097.0,23,5,Ya,Merk_D,Tidak,Ya,1.0,Tidak Pernah,Lemah,10.0,Pribadi,1.0,1.0,layak
Pekerjaan_Profesional_Lainnya,Gaya Hidup,Rumah,Berwujud,0.0,Sangat Lemah,True,Lunas,5.0,81246914.0,17,2,Ya,Merk_E,Tidak,Ya,0.0,Pernah,Resiko Tinggi,11.0,Pribadi,1.0,1.0,layak
Staf_penjualan_dan_pemasaran,Kesehatan,Kendaraan,Berwujud,0.0,Lemah,True,Belum Lunas,7.0,192904249.0,19,2,Ya,Merk_J,Ya,Tidak,-1.0,Tidak Pernah,Cukup,0.0,Pribadi,1.0,1.0,layak
Professional/Agen/Mitra,Tempat Tinggal,Hak Kekayaan Intelektual,Tak berwujud,0.0,Sangat Lemah,False,Lunas,10.0,7113617.0,31,18,Ya,Merk_G,Ya,Ya,1.0,Pernah,Sangat Lemah,1.0,Pribadi,1.0,1.0,layak
Pekerjaan_Profesional_Lainnya,Kesehatan,Hak Kekayaan Intelektual,Tak berwujud,0.0,Kuat,False,Belum Lunas,7.0,1023917.0,20,1,Tidak,Merk_K,Ya,Tidak,1.0,Pernah,Sangat Kuat,1.0,Pribadi,1.0,1.0,layak
Wiraswasta,Kesehatan,Hak Kekayaan Intelektual,Tak berwujud,0.0,Lemah,False,Lunas,5.0,7021826.0,7,2,Tidak,Merk_J,Tidak,Tidak,-1.0,Tidak Pernah,Kuat,18.0,Pribadi,1.0,1.0,layak
Staf_administrasi_resepsionanis_sekretaris,Bisnis/Usaha,Kendaraan,Berwujud,0.0,Resiko Tinggi,True,Belum Lunas,6.0,790666522.0,35,7,Tidak,Merk_C,Tidak,Ya,0.0,Pernah,Meragukan,10.0,Pribadi,1.0,1.0,layak
Kru_Kapal/Pesawat,Pendidikan,Piutang Usaha,Tak berwujud,0.0,Cukup,False,Lunas,10.0,74327397.0,38,1,Tidak,Merk_I,Tidak,Ya,2.0,Pernah,Kuat,6.0,Non-Pribadi,1.0,1.0,layak
